fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.5,0.870551841,-1,199,20,0.004865964,34.78884712,AA,4504,6904.82242,7259.713692,5105.292529,6,7,CD,41,0,BE,0,1,28,0,200,0,INTERNET,52.19791119,linux,0,1,0,0
0,0.8,0.176700226,-1,62,40,0.019990791,-0.773542071,AB,4193,8127.243128,6750.561536,6760.017431,12,16,CB,53,1,BC,1,0,28,0,200,0,INTERNET,4.765500063,other,1,1,0,0
0,0.7,0.558699619,-1,54,30,0.000252589,-1.08098822,AD,2155,8360.796015,5097.323719,6644.305851,47,15,CA,143,0,BC,1,1,25,0,1500,0,INTERNET,5.445246154,linux,1,1,0,0
0,0.9,0.573378908,-1,91,50,0.001373964,-1.300760084,AD,2179,6924.736392,5318.662679,6738.460227,0,15,CA,96,1,BC,0,1,6,0,200,0,INTERNET,12.49511755,windows,0,1,0,0
0,0.8,0.468506806,-1,31,40,0.019681732,-0.64513384,AB,713,11519.96222,4320.447713,6448.135524,1,5,CA,181,0,BC,1,1,1,0,500,0,INTERNET,2.107466625,other,0,1,0,0
0,0.6,0.577614195,-1,150,40,0.004216444,-0.348930057,AD,860,9622.619653,6234.980581,5911.28171,8,23,CA,235,1,BE,0,1,25,0,1500,0,INTERNET,4.912648441,windows,1,1,0,0
0,0.6,0.116660409,-1,80,20,0.019628613,0.577036519,AA,1132,8613.603473,6328.7095,5974.520732,11,6,CA,55,1,BE,1,1,9,0,200,0,INTERNET,0.967065051,linux,1,1,0,0
0,0.9,0.517110728,-1,266,20,0.018084581,47.28058863,AA,2258,4058.343353,6079.01614,6663.932463,8,18,CB,82,1,BF,0,1,25,0,200,1,INTERNET,8.350683335,windows,0,2,0,0
0,0.8,0.169974258,11,7,30,0.008296316,-1.631285362,AD,3644,8414.151371,6607.781445,5954.650102,15,18,CF,94,1,BC,0,1,1,0,200,0,INTERNET,8.034412901,linux,1,1,0,0
0,0.3,0.831729509,30,13,40,0.02086844,-1.176653831,AC,912,14148.32635,6252.847262,6305.155308,0,5,CA,140,1,BC,1,0,-1,1,500,0,INTERNET,28.26839654,linux,0,1,0,0
0,0.8,0.109754506,-1,34,20,0.008296374,-0.910439565,AD,1358,4287.920573,5714.820323,5993.006244,0,15,CA,79,1,BC,0,1,1,0,200,0,INTERNET,7.925239481,other,0,1,0,0
0,0.2,0.764154063,237,370,20,0.002267933,-1.306008773,AB,903,8271.943678,5717.361024,6652.993056,2,23,CA,218,0,BB,0,1,-1,1,1500,1,INTERNET,4.557585939,other,0,1,0,0
0,0.5,0.135453743,-1,221,30,0.038070642,-1.203743914,AB,1870,5523.671283,6045.526227,6782.567835,15,18,CB,62,0,BB,1,1,1,0,200,0,INTERNET,3.316617663,other,1,1,0,0
0,0.4,0.631121419,-1,103,10,0.012540868,-1.256789229,AC,2631,4940.973827,4552.739474,6027.636197,0,7,CA,143,1,BE,1,0,-1,0,200,0,INTERNET,7.153364818,windows,1,1,0,0
0,0.7,0.541636357,-1,315,20,0.009946167,-0.890053967,AB,797,4655.065216,3570.23407,6028.113642,11,10,CA,176,1,BE,0,1,30,0,1500,0,INTERNET,20.89918113,other,1,1,0,0
0,0.7,0.269430797,-1,70,50,0.026812811,-0.587162709,AA,513,4196.262016,7240.78433,6236.667742,1,7,CA,225,1,BB,0,1,1,0,1500,0,INTERNET,5.639910584,other,0,1,0,0
0,0.9,0.758335372,-1,91,40,0.014104586,-0.630181777,AB,2787,2641.184846,6482.819843,6786.440294,3,5,CA,125,1,BA,0,1,30,0,500,0,INTERNET,18.37328742,windows,0,1,0,0
0,0.8,0.882165151,-1,240,50,0.019120601,-0.901995262,AD,3539,5797.296268,4759.664699,6417.250258,2,5,CA,202,1,BE,1,1,1,0,500,0,INTERNET,22.57908923,windows,0,1,0,0
0,0.3,0.241581926,-1,30,20,0.01328898,-1.341883176,AB,2309,9432.711349,6103.99106,6772.397829,10,15,CB,31,0,BC,1,1,15,0,200,0,INTERNET,5.11665994,other,1,1,0,0
0,0.4,0.539849599,-1,38,50,0.021468482,-0.956336313,AD,639,3271.08241,6138.486329,6802.149033,1481,9,CF,58,1,BB,1,0,10,0,200,0,INTERNET,5.354219083,linux,1,1,0,0
0,0.8,0.062095302,-1,257,40,0.045663034,-1.846881462,AC,3805,5000.042208,4890.12072,6350.844734,1,4,CA,170,0,BA,1,1,25,0,200,0,INTERNET,4.127266251,windows,1,1,0,0
0,0.8,0.123862777,-1,31,60,0.983383363,-0.843883303,AB,972,6449.672911,5972.625263,6748.671932,10,1,CC,67,1,BB,0,0,31,0,200,0,INTERNET,11.44385913,windows,0,2,0,0
0,0.9,0.140707726,-1,44,40,0.034251211,-0.989433463,AD,1815,4504.405389,3529.188981,6351.4562,5,15,CA,114,0,BB,1,1,1,0,500,0,INTERNET,2.927344894,linux,1,1,0,0
0,0.6,0.231534061,86,10,30,0.025452316,-0.872698646,AC,1429,1269.587054,2582.619406,4102.296987,1,10,CA,208,1,BC,0,1,-1,1,1000,0,INTERNET,5.010959854,linux,1,1,0,0
0,0.8,0.915959437,-1,66,40,0.018254384,-0.227591251,AC,3637,14094.62298,8024.77243,6652.605795,0,9,CA,184,0,BE,0,1,24,0,1500,0,INTERNET,3.345973268,windows,0,1,0,0
0,0.3,0.044934234,27,12,20,5.420439767,-1.413091487,AB,903,7770.5764,5928.31249,6680.29753,3,15,CA,58,1,BD,0,1,-1,0,200,0,INTERNET,10.01810338,linux,1,1,0,0
0,0.9,0.151805783,-1,32,50,0.004404721,-0.688293568,AB,3624,4148.771883,3481.6869,6616.897045,26,13,CA,198,1,BB,0,1,24,0,1500,0,INTERNET,1.728380627,other,1,1,0,0
0,0.2,0.068666884,-1,108,50,0.005532419,-0.580335001,AC,6049,9632.280971,7491.260399,6272.970082,1,4,CA,33,1,BA,0,0,-1,0,1500,0,INTERNET,28.29399286,linux,1,1,0,0
0,0.1,0.930275531,-1,51,40,0.028484678,51.97200249,AA,1710,9626.744079,4656.861609,6845.041301,17,22,CA,64,1,BA,0,1,1,0,200,0,INTERNET,4.84069103,other,1,1,0,0
0,0.6,0.175228294,-1,41,60,0.020001753,-0.889582657,AB,5531,2439.219424,4641.006186,6305.461798,169,2,CA,57,0,BA,1,0,27,1,200,0,INTERNET,5.868502669,macintosh,1,1,0,0
0,0.7,0.272460136,-1,109,20,0.007903392,-1.483141301,AD,3629,8349.825234,5911.946546,6642.280977,8,18,CF,84,1,BE,1,1,31,1,200,0,INTERNET,7.786992977,linux,1,1,0,0
0,0.6,0.519734114,-1,109,70,0.024776037,-1.346083011,AB,3193,8129.355721,7743.713549,5606.525719,734,6,CA,33,0,BA,0,0,30,0,200,0,INTERNET,7.72971193,other,0,1,0,0
0,0.6,0.398036935,-1,86,50,0.017340489,18.91127477,AA,2967,6628.520062,4728.108251,5935.333257,15,11,CF,36,1,BB,0,1,2,0,200,0,INTERNET,9.758985785,windows,1,1,0,0
0,0.6,0.191301398,33,11,40,0.022656216,-1.327712051,AB,1303,9458.44467,5524.980217,6288.946797,128,6,CA,138,0,BB,0,1,2,1,500,0,INTERNET,3.312051172,other,0,1,0,0
0,0.8,0.205281899,-1,279,50,0.014192725,19.26232698,AA,2555,15509.26202,5146.086611,4318.835379,2,8,CA,77,1,BC,1,1,20,0,500,0,INTERNET,6.480667816,linux,1,1,0,0
0,0.4,0.376086442,-1,54,20,0.015597693,-0.331471617,AB,1725,7200.559401,7509.455981,6418.16613,9,8,CA,148,1,BC,0,1,6,0,500,0,INTERNET,7.517575079,other,1,1,0,0
0,0.6,0.486663501,22,19,30,0.026167761,-0.705307996,AB,991,2699.656532,2338.935695,4238.03976,19,11,CA,129,0,BC,1,1,5,0,200,0,INTERNET,5.222965457,linux,1,1,0,0
0,0.9,0.688101415,-1,270,20,0.008833589,35.56825669,AA,1472,2600.208945,6093.177758,4386.414753,3,4,CB,52,0,BE,1,1,26,0,200,0,INTERNET,0.90724497,other,0,1,0,0
0,0.1,0.685055028,-1,49,20,1.049814759,25.73111626,AA,5485,11042.93321,6226.743623,6006.061061,3,7,CA,199,1,BE,0,1,11,0,1500,0,INTERNET,58.11356752,linux,1,1,0,0
0,0.1,0.994213469,-1,174,60,0.003758028,11.85586397,AA,1232,2083.670581,6054.130276,6434.100341,595,2,CD,58,0,BB,0,1,6,1,200,0,INTERNET,2.003856568,linux,0,1,0,0
0,0.1,0.599653543,-1,241,20,9.43057043,27.79003218,AA,1262,4757.446417,3670.458853,4239.822894,20,8,CE,251,0,BE,0,1,26,0,200,0,INTERNET,6.054460174,other,0,1,0,0
0,0.6,0.530915646,26,13,30,0.006969222,23.70134448,AA,4077,4956.804097,5894.157181,6735.437558,1477,7,CA,91,1,BC,0,1,28,1,200,0,INTERNET,26.95816036,other,0,1,0,0
0,0.7,0.046072637,-1,277,60,0.014041858,37.25792286,AA,1130,9595.716953,6561.958947,5992.291972,900,8,CB,189,1,BA,1,1,1,1,1500,0,INTERNET,13.21026453,other,0,1,0,0
0,0.9,0.202420874,-1,71,50,0.023046229,-1.222413676,AD,3709,7639.897164,5263.116189,6364.860835,38,16,CB,152,1,BC,1,1,5,0,200,0,INTERNET,6.205086355,other,1,1,0,0
0,0.6,0.793659649,-1,108,50,0.029268068,-1.272299248,AB,1597,8217.254379,5471.232304,5991.018789,262,4,CB,9,1,BA,0,1,24,0,200,0,INTERNET,4.108141054,other,1,1,0,0
0,0.1,0.800069049,-1,29,20,0.000702261,-1.295738634,AD,3455,3591.055374,6498.217612,5973.097184,1,23,CA,37,1,BC,0,1,25,0,200,0,INTERNET,4.928745045,linux,0,1,0,0
0,0.9,0.208469376,-1,185,20,0.010571704,-0.382658766,AC,1199,2071.698116,3883.635998,5998.876373,1,16,CB,177,0,BE,0,1,-1,0,200,0,INTERNET,3.693020744,macintosh,0,1,0,0
0,0.1,0.744719539,-1,55,50,0.025729325,-0.8362836,AB,1074,8188.326978,4598.608434,6044.029996,691,17,CA,159,0,BA,0,1,15,0,1000,0,INTERNET,12.87105345,linux,0,1,0,0
0,0.7,0.438461664,-1,187,30,0.002820771,31.66332589,AA,1112,8063.3788,4342.855935,6340.032431,11,8,CB,104,1,BA,1,1,15,0,200,0,INTERNET,9.948210605,other,0,1,0,0
0,0.9,0.498592164,16,12,30,0.01202116,-1.310174002,AB,1327,9455.502695,5820.226444,6749.694849,25,8,CA,135,1,BC,0,1,31,0,500,0,INTERNET,14.53278936,other,1,1,0,0
0,0.8,0.027520131,125,4,50,0.009745207,-0.852878042,AB,3570,2511.938601,6528.068537,6062.217617,154,2,CA,82,1,BA,1,1,1,0,200,0,INTERNET,4.360740964,linux,1,1,0,0
0,0.7,0.757454471,-1,42,40,0.005209916,-0.611771999,AC,1464,5739.992078,6320.776979,6311.816433,1,10,CA,161,0,BD,1,1,-1,0,200,0,INTERNET,3.471166799,linux,1,1,0,0
0,0.8,0.360775996,-1,50,40,0.023269486,-0.95010332,AC,3713,2124.15346,5142.441518,4239.633583,0,6,CA,98,1,BB,1,1,-1,0,200,0,INTERNET,4.471063873,other,0,1,0,0
0,0.6,0.821812516,-1,176,50,0.010892129,-1.365456051,AC,5281,4820.710739,5922.247204,4984.841651,0,7,CF,162,1,BC,0,1,-1,0,200,0,INTERNET,1.750432042,linux,1,1,0,0
0,0.9,0.707096041,25,9,30,0.001978491,-1.163058647,AD,803,8824.864947,6309.472664,6825.607535,25,18,CB,99,1,BC,0,1,30,0,200,0,INTERNET,3.277027128,other,1,1,0,0
0,0.6,0.554480464,-1,170,60,0.027862182,-1.028531233,AB,5453,7414.255,5924.123463,6831.497649,1664,3,CB,50,0,BB,1,1,25,0,200,0,INTERNET,4.449355667,other,1,1,0,0
0,0.8,0.127724759,-1,54,30,0.002751393,-1.973228853,AD,3718,8233.179419,7259.271862,6711.598339,1658,24,CB,20,1,BB,0,1,15,0,200,0,INTERNET,7.926368182,linux,1,1,0,0
0,0.3,0.384216214,-1,302,30,0.003735322,-0.566504453,AB,1383,7873.806862,7468.282943,6744.142012,0,12,CB,243,1,BE,1,0,25,0,1500,0,INTERNET,19.85282714,windows,0,1,0,0
0,0.1,0.312618318,-1,185,30,0.007655809,20.74410208,AA,1033,11430.29324,5896.855866,5911.563151,1300,18,CB,166,1,BE,0,1,9,0,500,0,INTERNET,4.015789979,linux,1,1,0,0
0,0.4,0.621366332,-1,238,40,0.007328991,-1.264233211,AD,4281,11762.84831,5637.48241,6709.007493,722,9,CA,43,1,BE,0,1,1,0,200,0,INTERNET,3.413553738,other,0,1,0,0
0,0.9,0.159375526,226,14,60,0.01467955,38.16172166,AA,1974,2811.969297,5994.624375,5890.123864,2,2,CC,196,0,BA,1,1,5,0,1500,0,INTERNET,3.478261176,linux,1,1,0,0
0,0.7,0.058155865,-1,34,30,0.000562989,32.93299244,AA,1997,1497.160755,6039.76579,6313.143617,4,13,CA,136,1,BE,0,1,25,0,200,0,INTERNET,7.384508024,linux,1,1,0,0
0,0.8,0.150380376,-1,13,50,0.017429402,-1.111846217,AB,1948,7474.718264,5163.732352,6300.406226,15,6,CA,133,1,BB,0,1,1,1,200,0,INTERNET,7.385523172,other,0,1,0,0
0,0.8,0.867078542,-1,83,40,0.004579808,26.57187021,AA,1190,1139.746853,6712.30227,3460.675768,2,4,CB,71,0,BB,1,1,9,0,200,0,INTERNET,4.023375385,linux,1,1,0,0
0,0.6,0.188998975,-1,166,60,0.021920096,-1.243196881,AB,3571,7613.47031,4502.727836,5964.696086,28,1,CC,45,1,BB,1,1,30,0,200,0,INTERNET,5.95006525,other,1,1,0,0
0,0.2,0.133478165,17,13,20,1.98210024,-0.802416236,AC,303,6976.496744,5862.242672,5906.140243,0,3,CA,62,0,BD,0,1,-1,0,200,0,INTERNET,12.51896137,other,0,2,0,0
0,0.2,0.311493407,-1,16,20,0.013611881,-0.746030109,AA,430,3218.97243,5519.016554,6844.500861,15,6,CA,177,1,BE,0,1,1,0,1500,0,INTERNET,4.101582503,macintosh,1,1,0,0
0,0.7,0.984479355,200,12,30,0.000392689,-0.791935668,AB,1829,7562.674174,7140.209862,5924.550571,7,20,CB,68,0,BD,0,1,10,0,1500,0,INTERNET,3.54099009,other,1,1,0,0
0,0.1,0.135977833,342,253,20,0.006821661,29.4853856,AA,5149,6489.98125,6129.047045,6825.369476,0,19,CB,17,0,BE,0,1,26,0,200,0,INTERNET,3.809518975,linux,0,1,0,0
1,0.3,0.710681095,-1,356,40,0.021495756,-1.07824472,AD,2028,11111.75763,7326.465564,3126.919318,9,4,CA,131,0,BA,0,1,31,0,200,0,INTERNET,10.13247241,other,0,1,0,0
0,0.6,0.400397,-1,57,40,0.001226854,35.91924428,AA,1052,8067.582426,6751.143549,6001.728715,34,12,CA,194,1,BC,1,1,20,0,1500,0,INTERNET,7.55834947,linux,1,1,0,0
0,0.8,0.826293859,-1,11,40,0.04524655,-1.840929899,AD,3830,7835.60147,5074.743415,6344.945226,9,15,CA,235,1,BC,1,1,1,0,1500,0,INTERNET,4.61479888,linux,0,1,0,0
0,0.9,0.070810476,-1,76,40,0.03914961,6.016440896,AD,811,12035.50588,5903.038257,6376.806178,34,6,CA,157,0,BA,1,1,1,0,200,0,INTERNET,5.828437179,windows,1,1,0,0
0,0.5,0.864906545,-1,190,20,0.01954861,-0.864336474,AD,1787,6297.804763,5586.206765,6055.314911,10,12,CB,104,0,BE,0,1,1,0,200,0,INTERNET,9.159280247,windows,1,1,0,0
0,0.1,0.444614352,-1,86,30,0.000449813,21.10803026,AA,1558,10998.03094,6046.552898,6776.563157,5,15,CA,28,1,BC,1,1,25,1,200,0,INTERNET,4.671698925,other,1,1,0,0
0,0.9,0.583127271,-1,37,20,0.015027271,-0.76635451,AD,4907,7954.054305,5646.94596,6334.922058,35,12,CA,76,1,BC,1,1,15,0,200,0,INTERNET,3.440207576,windows,1,1,0,0
0,0.9,0.234601853,-1,32,50,0.806858392,-1.04120004,AD,840,5412.823838,6399.770159,6693.224136,1872,2,CA,58,1,BC,1,1,5,0,200,0,INTERNET,12.52538825,other,0,1,0,0
0,0.8,0.11770204,-1,54,50,0.019366876,-1.523665625,AB,1970,14874.45825,5433.957399,6738.528503,177,11,CB,150,1,BC,0,1,1,1,200,0,INTERNET,5.495968677,other,1,1,0,0
0,0.7,0.744178547,44,35,30,0.009543712,9.25800344,AA,763,8826.09268,6341.85478,6628.96101,38,14,CA,71,1,BC,0,1,15,0,1000,0,INTERNET,2.394583298,other,1,1,0,0
0,0.8,0.771038844,-1,167,50,0.00609566,49.67164723,AA,2368,8397.090134,3983.143798,6735.111082,27,7,CA,184,1,BA,0,1,1,0,1500,0,INTERNET,4.215024233,linux,1,1,0,0
0,0.9,0.082236605,31,4,50,0.002141916,-1.001330959,AB,1405,1858.620838,5888.807346,6678.940548,1336,3,CA,159,1,BA,0,1,25,0,1500,0,INTERNET,12.1302469,linux,1,1,0,0
0,0.2,0.503355179,27,33,20,0.009277514,-1.094748168,AB,4010,7590.97212,5815.613612,6646.714727,3,14,CA,67,1,BC,1,1,31,1,200,0,INTERNET,2.563715529,other,1,1,0,0
0,0.5,0.062492835,95,7,50,0.036174448,-0.689949709,AD,843,5894.212739,5995.102422,6670.356905,1639,5,CA,35,0,BB,1,1,2,0,200,0,INTERNET,24.67528234,linux,1,1,0,0
0,0.8,0.32620832,-1,74,40,0.024289224,-1.111454325,AB,2094,9200.853938,7308.044642,6421.294083,8,14,CA,1,0,BB,1,1,31,0,200,0,INTERNET,20.40432461,other,1,1,0,0
0,0.7,0.722108864,-1,369,20,0.009445943,21.70916918,AA,2278,9607.256522,5751.383904,5935.127078,1,7,CB,34,1,BE,1,0,25,0,1500,0,INTERNET,7.215697884,linux,0,1,0,0
0,0.6,0.392981455,96,9,20,0.048541659,-1.494420916,AB,3752,6959.204927,4110.603339,6374.833344,8,18,CB,31,0,BB,0,1,21,1,200,0,INTERNET,3.127518777,windows,1,1,0,0
0,0.7,0.877471809,56,27,40,0.038912097,-1.460195145,AB,849,7436.116776,5685.442124,6649.584881,189,20,CA,67,1,BC,0,1,31,0,1500,0,INTERNET,2.513090421,linux,1,1,0,0
0,0.8,0.434332235,-1,41,30,0.007517557,-0.684879019,AB,1640,11893.73268,6565.408345,6702.009382,795,6,CA,145,1,BC,0,1,15,1,200,0,INTERNET,4.670122479,linux,0,1,0,0
0,0.1,0.661888288,-1,43,20,0.023696089,-1.165264082,AB,5099,7923.340967,5849.094343,6670.282867,188,11,CA,161,0,BE,0,1,31,0,500,0,INTERNET,9.487830818,other,1,1,0,0
0,0.9,0.551166728,40,11,30,0.007926521,-0.997662833,AC,833,10548.32649,6728.601959,5891.827865,1,8,CA,122,0,BC,0,1,-1,0,200,0,INTERNET,18.58335738,other,1,1,0,0
0,0.5,0.851734442,-1,164,30,0.010806347,25.6914108,AA,2097,2448.251098,5822.709927,6314.582254,1408,24,CA,87,0,BB,1,0,10,0,200,0,INTERNET,4.400814682,linux,1,1,0,0
0,0.5,0.048519705,-1,188,20,0.003136068,-1.054261128,AB,2009,7696.712204,3892.600803,5887.573144,7,15,CB,74,1,BC,0,1,30,1,200,0,INTERNET,5.481284528,linux,0,1,0,0
0,0.4,0.136985166,135,2,60,0.019563549,-0.617388273,AC,845,6074.119089,3860.559183,3148.820146,0,1,CC,26,1,BC,1,1,-1,0,200,0,INTERNET,11.44665477,windows,1,1,0,0
1,0.1,0.694928218,-1,53,50,0.023658806,-1.31934172,AD,1749,11075.77086,7626.801702,6316.519456,0,4,CA,41,1,BC,1,1,15,0,200,0,INTERNET,9.245894338,windows,1,1,0,0
0,0.9,0.746223394,-1,260,50,0.008671262,52.99664403,AA,476,11297.32058,4043.295737,5918.906291,220,5,CB,226,0,BE,0,1,5,0,1500,0,INTERNET,7.649849856,other,0,1,0,0
0,0.1,0.877698093,-1,56,20,0.017298592,-1.326540779,AD,855,6244.875064,4780.465036,6331.915888,1350,8,CA,244,1,BE,0,1,5,0,1000,0,INTERNET,5.793009299,linux,1,1,0,0
0,0.8,0.786960694,-1,121,50,0.023953382,-1.169504326,AD,1992,5983.276599,5039.527124,6052.792607,9,5,CB,70,0,BC,1,1,20,0,200,0,INTERNET,5.676268002,other,0,1,0,0
0,0.3,0.323634392,46,8,30,0.010633596,-1.437169738,AB,1675,12560.8564,7436.410518,6701.665828,12,14,CA,67,1,BB,1,1,2,1,200,0,INTERNET,5.159400421,linux,1,1,0,0
0,0.2,0.924960064,-1,143,50,0.002584468,-0.333338255,AB,3738,7731.260396,7224.250365,6787.334788,1839,8,CB,165,1,BA,1,0,10,0,1500,0,INTERNET,2.947448453,linux,1,2,0,0
0,0.1,0.14620291,228,10,50,21.41373286,20.32252086,AA,1203,10757.8115,6799.553249,6764.239121,11,4,CD,104,1,BD,0,1,5,0,200,0,INTERNET,19.87785627,windows,0,1,0,0
0,0.2,0.554724551,-1,132,40,0.053359248,-0.74418947,AB,644,11037.15694,6922.776252,6326.30806,658,9,CA,162,0,BB,0,1,1,0,500,0,INTERNET,14.83302811,other,1,1,0,0
0,0.1,0.831180702,-1,205,20,0.015180741,-0.261144696,AD,3313,9651.356294,7114.033664,6318.70589,1,5,CA,166,0,BE,0,1,26,0,1500,0,INTERNET,8.563729086,windows,1,1,0,0
0,0.5,0.401724452,-1,42,30,0.028811874,-1.456092379,AB,4013,8100.135908,6044.392292,6596.074708,12,19,CB,13,0,BC,0,1,1,1,200,0,INTERNET,4.127847462,other,1,1,0,0
0,0.7,0.615137094,-1,213,40,0.017844951,37.73767417,AA,1776,3215.761338,6860.195594,6815.861973,1740,14,CA,-83,1,BB,0,1,19,0,500,0,INTERNET,3.987122804,other,1,1,0,0
0,0.1,0.353342846,-1,356,20,0.026551204,-1.701187434,AB,3426,7466.082847,5828.24476,6336.15267,745,17,CA,66,1,BE,0,1,15,0,200,0,INTERNET,9.056676111,other,1,1,0,0
0,0.7,0.864118254,-1,158,40,0.012600849,-0.985186839,AB,3534,3909.971913,5901.662512,6880.987034,6,6,CA,168,1,BE,1,1,15,0,200,0,INTERNET,3.80525147,other,1,1,0,0
0,0.1,0.761544679,-1,39,30,0.012990773,-1.036668836,AD,3041,11783.73634,5797.576814,5952.445881,10,4,CA,81,1,BE,0,1,5,0,200,1,INTERNET,27.98477379,linux,1,1,0,0
0,0.5,0.401626222,-1,166,30,0.023893462,25.02390897,AA,858,10186.91727,6490.562451,5941.09118,754,7,CA,143,0,BA,1,0,1,1,1500,0,INTERNET,19.09346823,other,1,1,0,0
0,0.8,0.257501457,-1,65,30,0.026533646,-1.56578952,AD,3247,11860.29936,7514.595707,6274.31224,6,14,CA,318,1,BA,0,1,2,0,1500,0,INTERNET,2.021684185,other,1,1,0,0
0,0.8,0.373193625,-1,59,20,0.002120792,-1.482204643,AB,1842,4368.409971,4429.402729,6346.134431,2,15,CA,79,1,BE,1,1,2,0,200,0,INTERNET,4.751377294,other,1,1,0,0
0,0.7,0.450249158,26,10,60,2.657385019,-1.425398575,AC,4717,4452.213069,5975.507558,5903.758187,0,3,CA,89,1,BB,1,0,-1,0,500,0,INTERNET,5.556044367,linux,1,2,0,0
0,0.1,0.467378605,8,14,50,0.001152923,-0.482759956,AD,4529,3741.600104,6277.080354,5996.726889,7,8,CD,66,1,BC,0,1,-1,0,200,0,INTERNET,12.97921443,linux,1,1,0,0
0,0.6,0.378103464,40,1,30,0.020712289,-1.853076066,AD,3554,11170.98872,6318.721333,6791.965952,526,18,CA,87,1,BE,0,1,25,0,200,0,INTERNET,20.30136158,linux,0,1,0,0
0,0.4,0.774750518,24,8,20,0.019318993,-1.389630428,AA,1427,9188.446982,6379.079938,6291.650995,11,23,CA,109,1,BC,0,1,1,0,200,0,INTERNET,2.293381127,macintosh,1,1,0,0
0,0.9,0.117150429,85,51,50,0.014182269,-1.142407272,AC,1651,2453.341841,5094.114102,5934.990093,0,5,CF,189,0,BC,0,1,-1,0,200,0,INTERNET,9.564028004,linux,1,1,0,0
0,0.8,0.838459079,-1,31,20,0.016544294,34.445989,AA,5839,4467.172749,6515.718496,6351.372587,38,5,CD,156,1,BB,0,1,6,0,200,0,INTERNET,22.99642538,linux,1,1,0,0
0,0.4,0.249168897,19,6,30,0.020686042,-1.493366951,AC,1406,7581.904611,3979.602897,4834.725515,0,29,CA,123,0,BC,0,0,-1,1,500,0,INTERNET,2.621150886,linux,1,1,0,0
0,0.4,0.512344465,104,5,20,0.00040761,32.94959626,AA,5836,9312.870393,7319.192243,6757.807585,2,14,CB,-72,1,BC,0,1,20,0,200,0,INTERNET,5.549884808,windows,1,1,0,0
0,0.1,0.559050368,57,14,30,0.026752602,-1.363229918,AB,1568,3848.310923,7608.574037,6002.410291,163,7,CD,154,1,BB,0,1,15,0,200,0,INTERNET,5.256121208,windows,0,1,0,0
0,0.9,0.174628871,-1,180,50,0.017921132,43.38330335,AA,1321,4545.900635,3412.489853,6417.522697,13,5,CA,126,1,BA,0,1,25,1,500,0,INTERNET,3.308772449,other,0,1,0,0
0,0.1,0.129011245,-1,125,30,0.028907053,5.375886998,AA,1114,5948.2454,3884.06947,6594.161249,1279,16,CA,-39,1,BB,1,1,30,1,200,0,INTERNET,3.751914425,linux,0,1,0,0
0,0.8,0.99615084,-1,145,50,0.005806327,50.49456728,AA,1129,13943.84039,6494.437988,6379.481358,2227,6,CA,190,1,BB,0,1,25,1,1500,0,INTERNET,16.0922262,linux,0,1,0,0
0,0.7,0.69282015,-1,256,40,0.009091025,-1.789846519,AB,1083,13058.71733,6973.285706,5931.792837,19,6,CA,132,1,BC,1,1,5,0,210,0,INTERNET,3.039349107,windows,1,1,0,0
0,0.8,0.189206394,-1,32,20,0.03605125,15.22135287,AA,1081,7682.244432,4256.867933,6302.44568,1966,16,CA,24,1,BE,0,1,14,0,200,0,INTERNET,4.142379693,other,1,1,0,0
0,0.6,0.144890885,26,2,20,0.015295684,-0.903692877,AD,1117,2476.493529,5365.739103,5989.68577,7,17,CA,100,1,BC,0,1,5,0,200,0,INTERNET,1.696776744,other,0,1,0,0
0,0.9,0.545491951,-1,45,50,0.034573896,49.71538608,AA,1041,7505.23819,4006.744767,3044.358455,33,5,CA,203,1,BC,0,1,25,0,510,0,INTERNET,5.302718826,linux,0,1,0,0
0,0.8,0.81028391,58,0,30,16.59623427,-1.706683936,AC,1816,6864.056325,6546.49261,6383.719741,6,12,CB,123,0,BC,0,1,15,0,200,0,INTERNET,13.42591713,other,0,1,0,0
0,0.2,0.682733247,-1,44,30,0.002133465,11.60793751,AA,1949,10230.39176,6674.647432,6624.734211,15,19,CA,74,0,BA,0,1,1,1,1500,0,INTERNET,6.095712423,other,0,1,0,0
0,0.7,0.818680669,-1,20,50,0.002044913,-0.940499641,AC,962,1610.448246,7102.080039,5962.554574,3,7,CA,103,0,BC,0,1,-1,0,200,0,INTERNET,6.957222605,linux,1,1,0,0
0,0.6,0.294353175,-1,37,30,0.007106753,-0.711394438,AD,4250,10814.32662,7693.876594,5886.606786,10,15,CB,53,1,BC,0,1,1,0,200,0,INTERNET,4.430990343,macintosh,0,1,0,0
0,0.7,0.833048079,-1,83,30,0.00828137,47.29920761,AA,3728,11794.41027,5166.484672,6462.93101,37,14,CE,23,0,BE,1,1,25,0,1500,0,INTERNET,4.039405874,other,0,1,0,0
